biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P23381	C	canonical	  1.000	  1.000	257	 16.145	38	14	14q32.2	100800165	100841945	-			P23381	2345	33				SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2 CONCAT=9	Homo sapiens
Q53H12	C	canonical	  1.000	  1.000	23	  1.571	13	7	7q34	141250989	141355044	+			Q53H12	2346	4				AGK_HUMAN Acylglycerol kinase, mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2 CONCAT=6	Homo sapiens
Q12805	C	canonical	  1.000	  1.000	13	  0.817	6	2	2p16.1	56093995	56150922	-			Q12805	2347	6				FBLN3_HUMAN EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens GN=EFEMP1 PE=1 SV=2 CONCAT=8	Homo sapiens
Q8IUD2	C	canonical	  1.000	  1.000	21	  0.579	15	12	12p13.3	0	0	 			Q8IUD2	2348	16				RB6I2_HUMAN ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1 CONCAT=3	Homo sapiens
P39060	C	canonical	  1.000	  1.000	2276	 51.066	74	21	21q22.3	0	0	 			P39060	2349	7				COIA1_HUMAN Collagen alpha-1(XVIII) chain OS=Homo sapiens GN=COL18A1 PE=1 SV=5 CONCAT=17	Homo sapiens
Q99536	C	canonical	  1.000	  1.000	279	 25.776	35	17	17q21.31	41166622	41174435	-			Q99536	2350	11				VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2 CONCAT=2	Homo sapiens
P50570	C	canonical	  1.000	  1.000	93	  3.043	47	19	19p13.2	10828839	10942571	+			P50570	2351	28				DYN2_HUMAN Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2 CONCAT=27	Homo sapiens
Q5VTQ0	C	canonical	  1.000	  1.000	4	  0.179	4	9	9p22.3	15170843	15307358	-			Q5VTQ0	2352	10				TT39B_HUMAN Tetratricopeptide repeat protein 39B OS=Homo sapiens GN=TTC39B PE=2 SV=4 CONCAT=3	Homo sapiens
Q6P4A7	C	canonical	  1.000	  1.000	2	  0.185	2	10	10q26.11	120900425	120925179	-			Q6P4A7	2353	3				SFXN4_HUMAN Sideroflexin-4 OS=Homo sapiens GN=SFXN4 PE=1 SV=1 CONCAT=2	Homo sapiens
P84157	C	canonical	  1.000	  1.000	22	  4.319	9	17	17q25.1	74668633	74707037	-			P84157	2354	8				MXRA7_HUMAN Matrix-remodeling-associated protein 7 OS=Homo sapiens GN=MXRA7 PE=1 SV=1 CONCAT=1	Homo sapiens
Q99729-3	C	canonical	  1.000	  1.000	106	 11.891	13	5	5q35.3	177631540	177638143	+			Q99729-3	2355	7				ROAA_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB	Homo sapiens
Q9NR12	C	canonical	  1.000	  1.000	127	  7.979	23	5	5q35.3	176917247	176924574	-			Q9NR12	2356	11				PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1 CONCAT=3	Homo sapiens
P07108	C	canonical	  1.000	  1.000	86	 33.767	15	2	2q12-q21	0	0	 			P07108	2357	8				ACBP_HUMAN Acyl-CoA-binding protein OS=Homo sapiens GN=DBI PE=1 SV=2 CONCAT=5	Homo sapiens
O95425	C	canonical	  1.000	  1.000	6	  0.080	6	10	10p11.23	29746988	29923901	-			O95425	2358	7				SVIL_HUMAN Supervillin OS=Homo sapiens GN=SVIL PE=1 SV=2 CONCAT=8	Homo sapiens
P13796	C	canonical	  1.000	  1.000	182	  7.329	37	13	13q14.13	46700061	46756459	-			P13797	2359	30				PLSL_HUMAN Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6 CONCAT=6	Homo sapiens
P13797	C	canonical	  1.000	  1.000	522	 20.496	61	X	Xq23	114795509	114885177	+			P13797	2359	30				PLST_HUMAN Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4 CONCAT=3	Homo sapiens
Q14651	C	canonical	  1.000	  1.000	154	  6.719	34	3	3q23	142342228	142432501	+			P13797	2359	30				PLSI_HUMAN Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2 CONCAT=3	Homo sapiens
P78324	C	canonical	  1.000	  1.000	20	  1.163	11	20	20p13	0	0	 			P78324	2360	21				SHPS1_HUMAN Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Homo sapiens GN=SIRPA PE=1 SV=2 CONCAT=55	Homo sapiens
Q86UU1	C	canonical	  1.000	  1.000	10	  0.221	10	11	11q23.3	118478358	118528735	+			Q86UU1	2361	8				PHLB1_HUMAN Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8NDH3	C	canonical	  1.000	  1.000	18	  1.178	12	20	20q13.32	0	0	 			Q8NDH3	2362	7				PEPL1_HUMAN Probable aminopeptidase NPEPL1 OS=Homo sapiens GN=NPEPL1 PE=1 SV=3 CONCAT=3	Homo sapiens
Q07157	C	canonical	  0.000	  1.000	842	 15.028	101	15	15q13.1	29991571	30114706	-			Q07157	2363	8				ZO1_HUMAN Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3 CONCAT=7	Homo sapiens
O00232	C	canonical	  1.000	  1.000	50	  3.141	24	17	17q24.2	65334032	65362743	-			O00232	2364	7				PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3 CONCAT=3	Homo sapiens
Q8TDX5	C	canonical	  1.000	  1.000	13	  1.361	8	2	2q21.3	135596186	135659600	+			Q8TDX5	2365	3				ACMSD_HUMAN 2-amino-3-carboxymuconate-6-semialdehyde decarboxylase OS=Homo sapiens GN=ACMSD PE=1 SV=1 CONCAT=1	Homo sapiens
P21359	C	canonical	  1.000	  1.000	8	  0.084	7	17	17q11.2	29421945	29704695	+			P21359	2366	12				NF1_HUMAN Neurofibromin OS=Homo sapiens GN=NF1 PE=1 SV=2 CONCAT=110	Homo sapiens
Q9GZZ9	C	canonical	  1.000	  1.000	4	  0.370	4	3	3q22.1	132373290	132396941	+			Q9GZZ9	2367	8				UBA5_HUMAN Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens GN=UBA5 PE=1 SV=1 CONCAT=1	Homo sapiens
P46060	C	canonical	  1.000	  1.000	12	  0.608	10	22	22q13.2	41641615	41682255	-			P46060	2368	6				RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1 CONCAT=3	Homo sapiens
Q13283	C	canonical	  1.000	  1.000	35	  2.618	17	5	5q33.1	151151504	151184911	+			Q13283	2369	26				G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9UN86	C	canonical	  1.000	  1.000	15	  0.942	12	4	4q21.1	76569573	76598585	-			Q13283	2369	26				G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2 PE=1 SV=2 CONCAT=3	Homo sapiens
P54289-4	C	canonical	  0.990	  1.000	94	  2.545	33	7	7q21.11	81579418	82073031	-			P54289-4	2370	20				CA2D1_HUMAN Isoform 4 of Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1	Homo sapiens
Q13492	C	canonical	  1.000	  1.000	102	  5.721	19	11	11q14.2	85670030	85779822	-			Q13492	2371	32				PICAL_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens GN=PICALM PE=1 SV=2 CONCAT=7	Homo sapiens
P78410	C	canonical	  0.997	  1.000	4	  0.349	2	6	6p22.1	0	0	 			P78410	2372	15				BT3A2_HUMAN Butyrophilin subfamily 3 member A2 OS=Homo sapiens GN=BTN3A2 PE=1 SV=2 CONCAT=11	Homo sapiens
O15254	C	canonical	  1.000	  1.000	13	  0.510	11	4	4p16.1	8368009	8442438	-			O15254	2373	2				ACOX3_HUMAN Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens GN=ACOX3 PE=1 SV=2 CONCAT=5	Homo sapiens
P10586	C	canonical	  1.000	  1.000	13	  0.200	13	1	1p34.2	43996547	44089337	+			P23468	2374	24				PTPRF_HUMAN Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens GN=PTPRF PE=1 SV=2 CONCAT=9	Homo sapiens
P23468	C	canonical	  1.000	  1.000	19	  0.298	18	9	9p24.1	8314247	8733946	-			P23468	2374	24				PTPRD_HUMAN Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2 CONCAT=13	Homo sapiens
Q96PU5	C	canonical	  1.000	  1.000	5	  0.154	5	18	18q21	0	0	 			Q96PU5	2375	14				NED4L_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens GN=NEDD4L PE=1 SV=2 CONCAT=4	Homo sapiens
P62854	C	canonical	  1.000	  1.000	19	  5.968	5	12	12q13.2	56435637	56438116	+			P62854	2376	5				RS26_HUMAN 40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3 CONCAT=5	Homo sapiens
P06744	C	canonical	  1.000	  1.000	913	 53.109	51	19	19q13.11	34855931	34891233	+			P06744	2377	18				G6PI_HUMAN Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4 CONCAT=29	Homo sapiens
Q8NFU3	C	canonical	  1.000	  1.000	12	  2.692	6	1	1q23.3	161007421	161008727	-			Q9UJZ1	2378	12				TSTD1_HUMAN Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1 OS=Homo sapiens GN=TSTD1 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9UJZ1	C	canonical	  1.000	  1.000	115	 10.034	22	9	9p13.3	35099888	35103154	-			Q9UJZ1	2378	12				STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1 CONCAT=5	Homo sapiens
Q8IV08	C	canonical	  1.000	  1.000	13	  1.021	5	19	19q13.2	40854607	40884390	+			Q8IV08	2379	5				PLD3_HUMAN Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1 CONCAT=1	Homo sapiens
P17931	C	canonical	  1.000	  1.000	88	 13.821	14	14	14q22.3	55595762	55612121	+			Q14204	2380	66				LEG3_HUMAN Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5 CONCAT=7	Homo sapiens
P27144	C	canonical	  1.000	  1.000	478	 53.624	34	1	1p31.3	65613886	65697819	+			Q14204	2380	66				KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens GN=AK4 PE=1 SV=1 CONCAT=1	Homo sapiens
Q14204	C	canonical	  1.000	  1.000	1091	  6.515	301	14	14q32.31	102430865	102517128	+			Q14204	2380	66				DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5 CONCAT=26	Homo sapiens
P18583	C	canonical	  1.000	  1.000	19	  0.355	11	21	21q22.11	0	0	 			P18583	2381	14				SON_HUMAN Protein SON OS=Homo sapiens GN=SON PE=1 SV=4 CONCAT=7	Homo sapiens
O60341	C	canonical	  1.000	  1.000	3	  0.112	3	1	1p36.12	0	0	 			O60341	2382	4				KDM1A_HUMAN Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2 CONCAT=1	Homo sapiens
Q9NZN5-2	C	canonical	  1.000	  1.000	37	  0.755	29	11	11q23.3	120207946	120360645	+			Q9NZN5-2	2383	4				ARHGC_HUMAN Isoform 2 of Rho guanine nucleotide exchange factor 12 OS=Homo sapiens GN=ARHGEF12	Homo sapiens
P14324	C	canonical	  1.000	  1.000	33	  2.728	11	1	1q22	155278707	155290456	+			P14324	2384	5				FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens GN=FDPS PE=1 SV=4 CONCAT=3	Homo sapiens
P36542	C	canonical	  0.111	  1.000	389	 43.640	24	10	10p14	7830140	7849778	+			P36542	2385	4				ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1 CONCAT=4	Homo sapiens
Q99570	C	canonical	  1.000	  1.000	5	  0.117	5	3	3q22.1	130397779	130465673	-			Q99570	2386	5				PI3R4_HUMAN Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3 CONCAT=10	Homo sapiens
O15020	C	canonical	  1.000	  1.000	252	  3.044	84	11	11q13.2	66452721	66488870	-			O43707	2387	91				SPTN2_HUMAN Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens GN=SPTBN2 PE=1 SV=3 CONCAT=10	Homo sapiens
O43707	C	canonical	  1.000	  1.000	22678	624.868	206	19	19q13.2	39138310	39222223	+			O43707	2387	91				ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2 CONCAT=4	Homo sapiens
P11277	C	canonical	  1.000	  1.000	345	  4.168	104	14	14q23.3	65233418	65289812	-			O43707	2387	91				SPTB1_HUMAN Spectrin beta chain, erythrocytic OS=Homo sapiens GN=SPTB PE=1 SV=5 CONCAT=16	Homo sapiens
P12814-3	C	canonical	  1.000	  1.000	7100	199.126	119	14	14q24.1	69340860	69446157	-			O43707	2387	91				ACTN1_HUMAN Isoform 3 of Alpha-actinin-1 OS=Homo sapiens GN=ACTN1	Homo sapiens
Q01082-3	C	canonical	  1.000	  1.000	3829	 46.618	219	2	2p16.2	54785531	54889445	+			O43707	2387	91				SPTB2_HUMAN Isoform 2 of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1	Homo sapiens
Q08043	C	canonical	  1.000	  1.000	2252	 62.051	34	11	11q13-q14	0	0	 			O43707	2387	91				ACTN3_HUMAN Alpha-actinin-3 OS=Homo sapiens GN=ACTN3 PE=1 SV=2 CONCAT=5	Homo sapiens
Q08379	C	canonical	  1.000	  1.000	6	  0.196	5	9	9q34.11	131018108	131038268	-			O43707	2387	91				GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9H254		canonical	  0.023	  1.000	306	  3.204	9	19	19q13.2	40973126	41073080	+			O43707	2387	91				SPTN4_HUMAN Spectrin beta chain, non-erythrocytic 4 OS=Homo sapiens GN=SPTBN4 PE=1 SV=2 CONCAT=2	Homo sapiens
P49748-3	C	canonical	  1.000	  1.000	786	 28.709	62	17	17p13.1	7123182	7128583	+			P49748-3	2388	15				ACADV_HUMAN Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL	Homo sapiens
Q13439	C	canonical	  1.000	  1.000	6	  0.069	6	3	3p22.2	37284743	37408236	+			Q13439	2389	6				GOGA4_HUMAN Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1 CONCAT=4	Homo sapiens
Q9NP72	C	canonical	  1.000	  1.000	76	  9.182	14	10	10p12.1	27793197	27831143	+			Q9NP72	2390	8				RAB18_HUMAN Ras-related protein Rab-18 OS=Homo sapiens GN=RAB18 PE=1 SV=1 CONCAT=9	Homo sapiens
P11717	C	canonical	  1.000	  1.000	50	  0.604	34	6	6q25.3	160390131	160527583	+			P11717	2391	7				MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3 CONCAT=30	Homo sapiens
P05089	C	canonical	  1.000	  1.000	21	  1.832	15	6	6q23.2	131894365	131905465	+			P05089	2392	3				ARGI1_HUMAN Arginase-1 OS=Homo sapiens GN=ARG1 PE=1 SV=2 CONCAT=6	Homo sapiens
P54922	C	canonical	  1.000	  1.000	9	  0.744	7	3	3q13.33	119298523	119308792	+			P54922	2393	3				ADPRH_HUMAN [Protein ADP-ribosylarginine] hydrolase OS=Homo sapiens GN=ADPRH PE=1 SV=1 CONCAT=1	Homo sapiens
Q6NZI2	C	canonical	  1.000	  1.000	180	 18.847	20	17	17q21.2	40554470	40575535	-			Q6NZI2	2394	5				PTRF_HUMAN Polymerase I and transcript release factor OS=Homo sapiens GN=PTRF PE=1 SV=1 CONCAT=4	Homo sapiens
P32321	C	canonical	  1.000	  1.000	13	  1.856	5	4	4q35.1	183811257	183838532	-			P32321	2395	9				DCTD_HUMAN Deoxycytidylate deaminase OS=Homo sapiens GN=DCTD PE=1 SV=2 CONCAT=1	Homo sapiens
O43272	C	canonical	  1.000	  1.000	7	  0.314	6	22	22q11.21	0	0	 			O43272	2396	10				PROD_HUMAN Proline dehydrogenase 1, mitochondrial OS=Homo sapiens GN=PRODH PE=1 SV=3 CONCAT=26	Homo sapiens
Q9NQH7	C	canonical	  1.000	  1.000	17	  1.068	7	22	22q13.2	41253102	41328819	+			Q9NQH7	2397	5				XPP3_HUMAN Probable Xaa-Pro aminopeptidase 3 OS=Homo sapiens GN=XPNPEP3 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9NP97	C	canonical	  1.000	  1.000	29	  7.591	7	20	20q11.22	33104249	33119025	+			Q9NP97	2398	9				DLRB1_HUMAN Dynein light chain roadblock-type 1 OS=Homo sapiens GN=DYNLRB1 PE=1 SV=3 CONCAT=5	Homo sapiens
P17900	C	canonical	  0.072	  1.000	98	 15.392	15	5	5q33.1	150632453	150650001	+			P17900	2399	5				SAP3_HUMAN Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4 CONCAT=20	Homo sapiens
P23246	C	canonical	  1.000	  1.000	239	 12.512	35	1	1p34.3	35648533	35658749	-			P23246	2400	12				SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2 CONCAT=1	Homo sapiens
Q13451	C	canonical	  1.000	  1.000	35	  1.963	21	6	6p21.31	35541367	35656714	-			Q13451	2401	6				FKBP5_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens GN=FKBP5 PE=1 SV=2 CONCAT=1	Homo sapiens
Q06210	C	canonical	  1.000	  1.000	57	  2.082	28	2	2p13.3	69546905	69614382	-			Q06210	2402	4				GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3 CONCAT=18	Homo sapiens
O43681	C	canonical	  1.000	  1.000	46	  4.250	14	19	19p13.2	12848306	12859137	+			O43681	2403	8				ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2 CONCAT=3	Homo sapiens
Q14657	C	canonical	  1.000	  1.000	5	  1.122	3	X	Xq28	153706108	153707596	-			Q14657	2404	2				LAGE3_HUMAN EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens GN=LAGE3 PE=1 SV=2 CONCAT=1	Homo sapiens
Q14764	C	canonical	  1.000	  1.000	429	 14.336	69	16	16p11.2	29831729	29859355	+			Q14764	2405	33				MVP_HUMAN Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4 CONCAT=4	Homo sapiens
Q16630	C	canonical	  1.000	  1.000	14	  1.047	7	12	12q15	69633396	69663719	+			Q14764	2405	33				CPSF6_HUMAN Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6 PE=1 SV=2 CONCAT=1	Homo sapiens
Q8N3J5	C	canonical	  1.000	  1.000	3	  0.236	3	4	4q22.1	0	0	 			Q14764	2405	33				PPM1K_HUMAN Protein phosphatase 1K, mitochondrial OS=Homo sapiens GN=PPM1K PE=1 SV=1 CONCAT=8	Homo sapiens
O95573	C	canonical	  1.000	  1.000	33	  1.481	16	2	2q36.1	223725652	223809357	+			O95573	2406	6				ACSL3_HUMAN Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9HCE1	C	canonical	  1.000	  1.000	22	  0.617	22	1	1p13.2	113217367	113243332	+			Q9HCE1	2407	9				MOV10_HUMAN Putative helicase MOV-10 OS=Homo sapiens GN=MOV10 PE=1 SV=2 CONCAT=1	Homo sapiens
Q9H5N1	C	canonical	  1.000	  1.000	3	  0.131	2	16	16p11.2	28915742	28936535	-			Q9H5N1	2408	4				RABE2_HUMAN Rab GTPase-binding effector protein 2 OS=Homo sapiens GN=RABEP2 PE=1 SV=2 CONCAT=2	Homo sapiens
O14638	C	canonical	  1.000	  1.000	20	  0.730	15	6	6q23.2	131958442	132068539	+			O14638	2409	6				ENPP3_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Homo sapiens GN=ENPP3 PE=1 SV=2 CONCAT=4	Homo sapiens
Q8NEW0	C	canonical	  1.000	  1.000	4	  0.370	3	1	1p21.2	101361810	101440554	+			Q8NEW0	2410	3				ZNT7_HUMAN Zinc transporter 7 OS=Homo sapiens GN=SLC30A7 PE=2 SV=1 CONCAT=1	Homo sapiens
P20020	C	canonical	  1.000	  1.000	39	  1.075	18	12	12q21.33	89981828	90049844	-			P23634	2411	41				AT2B1_HUMAN Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 PE=1 SV=3 CONCAT=3	Homo sapiens
P23634	C	canonical	  1.000	  1.000	46	  1.184	22	1	1q32.1	203651937	203709447	+			P23634	2411	41				AT2B4_HUMAN Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens GN=ATP2B4 PE=1 SV=2 CONCAT=1	Homo sapiens
Q92905	C	canonical	  1.000	  1.000	51	  4.450	15	8	8q13.1	67955314	67974552	-			Q92905	2412	11				CSN5_HUMAN COP9 signalosome complex subunit 5 OS=Homo sapiens GN=COPS5 PE=1 SV=4 CONCAT=2	Homo sapiens
P16949	C	canonical	  1.000	  1.000	11	  1.920	10	1	1p36.11	26227086	26233482	-			P16949	2413	16				STMN1_HUMAN Stathmin OS=Homo sapiens GN=STMN1 PE=1 SV=3 CONCAT=2	Homo sapiens
Q12904	C	canonical	  1.000	  1.000	45	  3.926	22	4	4q24	107236853	107269648	+			Q12904	2414	4				AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2 CONCAT=7	Homo sapiens
P54725	C	canonical	  1.000	  1.000	21	  2.061	13	19	19p13.2	13056702	13064456	+			P54727	2415	15				RD23A_HUMAN UV excision repair protein RAD23 homolog A OS=Homo sapiens GN=RAD23A PE=1 SV=1 CONCAT=4	Homo sapiens
P54727	C	canonical	  1.000	  1.000	75	  6.929	21	9	9q31.2	110045560	110094475	+			P54727	2415	15				RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1 CONCAT=2	Homo sapiens
P60983	C	canonical	  1.000	  1.000	20	  3.926	8	14	14q22.2	54941203	54955914	-			P60983	2416	11				GMFB_HUMAN Glia maturation factor beta OS=Homo sapiens GN=GMFB PE=1 SV=2 CONCAT=2	Homo sapiens
Q01130	C	canonical	  1.000	  1.000	37	  6.457	8	17	17q25.1	74730201	74733456	-			Q01130	2417	13				SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4 CONCAT=2	Homo sapiens
P15529	C	canonical	  1.000	  1.000	5	  0.491	3	1	1q32	0	0	 			P15529	2418	18				MCP_HUMAN Membrane cofactor protein OS=Homo sapiens GN=CD46 PE=1 SV=3 CONCAT=21	Homo sapiens
P15529-2	C	canonical	  0.340	  1.000	6	  0.554	3	1	1q32	0	0	 			P15529	2418	18				MCP_HUMAN Isoform B of Membrane cofactor protein OS=Homo sapiens GN=CD46	Homo sapiens
P50454	C	canonical	  1.000	  1.000	294	 20.076	28	11	11q13.5	75273131	75283828	+			P50454	2419	17				SERPH_HUMAN Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2 CONCAT=8	Homo sapiens
Q02338	C	canonical	  0.089	  1.000	51	  4.005	20	3	3q29	197236654	197300194	-			Q02338	2420	9				BDH_HUMAN D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=BDH1 PE=1 SV=3 CONCAT=3	Homo sapiens
Q9UGI8	C	canonical	  1.000	  1.000	11	  0.691	8	7	7q31.2	115850547	115898837	+			Q9UGI8	2421	6				TES_HUMAN Testin OS=Homo sapiens GN=TES PE=1 SV=1 CONCAT=2	Homo sapiens
Q9C0C2	C	canonical	  1.000	  1.000	59	  1.018	35	11	11q12.1	57067116	57092401	-			Q9C0C2	2422	5				TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4 CONCAT=3	Homo sapiens
Q8NBQ5	C	canonical	  1.000	  1.000	56	  4.886	15	4	4q22.1	88257762	88312538	-			Q8NBQ5	2423	7				DHB11_HUMAN Estradiol 17-beta-dehydrogenase 11 OS=Homo sapiens GN=HSD17B11 PE=1 SV=3 CONCAT=6	Homo sapiens
O75923-10	C	canonical	  1.000	  1.000	82	  1.182	44	2	2p13.1-p13.3	0	0	 			Q9NZM1	2424	31				DYSF_HUMAN Isoform 10 of Dysferlin OS=Homo sapiens GN=DYSF	Homo sapiens
Q9NZM1	C	canonical	  1.000	  1.000	124	  1.546	65	10	10q24	0	0	 			Q9NZM1	2424	31				MYOF_HUMAN Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1 CONCAT=6	Homo sapiens
Q9Y2Q3	C	canonical	  1.000	  1.000	313	 35.114	16	7	7q34	142960536	142966222	+			Q9Y2Q3	2425	6				GSTK1_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3 CONCAT=2	Homo sapiens
P19823	C	canonical	  1.000	  1.000	222	  6.579	38	10	10p14	7745232	7791483	+			P19823	2426	16				ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=2 CONCAT=16	Homo sapiens
Q15691	C	canonical	  1.000	  1.000	66	  6.911	17	20	20q11.21	31407699	31438211	+			P19823	2426	16				MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3 CONCAT=2	Homo sapiens
P40306	C	canonical	  0.039	  1.000	48	  6.282	8	16	16q22.1	67968405	67970990	-			P40306	2427	4				PSB10_HUMAN Proteasome subunit beta type-10 OS=Homo sapiens GN=PSMB10 PE=1 SV=1 CONCAT=5	Homo sapiens
P10644	C	canonical	  1.000	  1.000	38	  2.984	17	17	17q24.2	66508173	66528903	+			P10644	2428	18				KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1 CONCAT=20	Homo sapiens
P61964	C	canonical	  1.000	  1.000	14	  1.374	10	9	9q34.2	137001210	137025090	+			P61964	2429	3				WDR5_HUMAN WD repeat-containing protein 5 OS=Homo sapiens GN=WDR5 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9BZL1	C	canonical	  1.000	  1.000	6	  2.356	3	19	19p13.2	9938568	9940791	+			Q9BZL1	2430	2				UBL5_HUMAN Ubiquitin-like protein 5 OS=Homo sapiens GN=UBL5 PE=1 SV=1 CONCAT=1	Homo sapiens
