biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
O15400	C	canonical	  1.000	  1.000	51	  6.585	9	6	6q23.2	132782853	132834337	-			O15400	3163	4				STX7_HUMAN Syntaxin-7 OS=Homo sapiens GN=STX7 PE=1 SV=4 CONCAT=2	Homo sapiens
Q99643	C	canonical	  1.000	  1.000	64	 11.019	12	1	1q23.3	161284171	161332979	+			Q99643	3164	5				C560_HUMAN Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Homo sapiens GN=SDHC PE=1 SV=1 CONCAT=4	Homo sapiens
Q969M1	C	canonical	  1.000	  1.000	4	  0.413	4	1	1q23.3	161196094	161200408	+			Q969M1	3165	3				TM40L_HUMAN Mitochondrial import receptor subunit TOM40B OS=Homo sapiens GN=TOMM40L PE=2 SV=1 CONCAT=2	Homo sapiens
P02652	C	canonical	  0.071	  1.000	47	 14.565	15	1	1q23.3	161192082	161193418	-			P02652	3166	7				APOA2_HUMAN Apolipoprotein A-II OS=Homo sapiens GN=APOA2 PE=1 SV=1 CONCAT=10	Homo sapiens
O75306	C	canonical	  0.226	  1.000	462	 28.634	52	1	1q23.3	161169105	161184185	+			O75306	3167	5				NDUS2_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2 CONCAT=11	Homo sapiens
Q86X76	C	canonical	  1.000	  1.000	51	  3.763	16	1	1q23.3	161087907	161090983	+			Q86X76	3168	5				NIT1_HUMAN Nitrilase homolog 1 OS=Homo sapiens GN=NIT1 PE=1 SV=2 CONCAT=1	Homo sapiens
O43866	C	canonical	  1.000	  1.000	6	  0.489	6	1	1q23.1	157800704	157811588	-			O43866	3169	2				CD5L_HUMAN CD5 antigen-like OS=Homo sapiens GN=CD5L PE=1 SV=1 CONCAT=7	Homo sapiens
P29373	C	canonical	  1.000	  1.000	17	  3.293	8	1	1q23.1	156669548	156675539	-			P29373	3170	2				RABP2_HUMAN Cellular retinoic acid-binding protein 2 OS=Homo sapiens GN=CRABP2 PE=1 SV=2 CONCAT=1	Homo sapiens
Q8NCW5	C	canonical	  1.000	  1.000	107	  9.753	18	1	1q23.1	156561554	156564091	+			Q8NCW5	3171	6				NNRE_HUMAN NAD(P)H-hydrate epimerase OS=Homo sapiens GN=APOA1BP PE=1 SV=2 CONCAT=5	Homo sapiens
Q6P1K2	C	canonical	  1.000	  1.000	2	  0.238	2	1	1q12	0	0	 			Q6P1K2	3172	8				PMF1_HUMAN Polyamine-modulated factor 1 OS=Homo sapiens GN=PMF1 PE=1 SV=2 CONCAT=3	Homo sapiens
Q9Y2Q5	C	canonical	  1.000	  1.000	8	  1.771	5	1	1q22	156024641	156028294	+			Q9Y2Q5	3173	3				LTOR2_HUMAN Ragulator complex protein LAMTOR2 OS=Homo sapiens GN=LAMTOR2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q13505	C	canonical	  1.000	  1.000	36	  2.231	10	1	1q22	155178588	155183614	+			Q13505	3174	4				MTX1_HUMAN Metaxin-1 OS=Homo sapiens GN=MTX1 PE=1 SV=2 CONCAT=2	Homo sapiens
P29353	C	canonical	  1.000	  1.000	3	  0.155	3	1	1q21	0	0	 			P29353	3175	13				SHC1_HUMAN SHC-transforming protein 1 OS=Homo sapiens GN=SHC1 PE=1 SV=4 CONCAT=3	Homo sapiens
P42677	C	canonical	  1.000	  1.000	34	 13.171	7	1	1q21.3	153963235	153964626	+			P42677	3176	8				RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3 CONCAT=2	Homo sapiens
Q71UM5	C	canonical	  1.000	  1.000	28	 10.846	6	15	15q22.2	63445539	63450001	-			P42677	3176	8				RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens GN=RPS27L PE=1 SV=3 CONCAT=2	Homo sapiens
Q86YP4	C	canonical	  1.000	  1.000	7	  0.293	5	19	19p13.11	19496642	19619740	+			Q8WXI9	3177	17				P66A_HUMAN Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1 CONCAT=4	Homo sapiens
Q8WXI9	C	canonical	  1.000	  1.000	20	  0.968	8	1	1q21.3	153777201	153895451	-			Q8WXI9	3177	17				P66B_HUMAN Transcriptional repressor p66-beta OS=Homo sapiens GN=GATAD2B PE=1 SV=1 CONCAT=3	Homo sapiens
Q9Y3Y2	C	canonical	  1.000	  1.000	23	  3.960	7	1	1q21.3	0	0	 			Q9Y3Y2	3178	5				CHTOP_HUMAN Chromatin target of PRMT1 protein OS=Homo sapiens GN=CHTOP PE=1 SV=2 CONCAT=2	Homo sapiens
P80511	C	canonical	  1.000	  1.000	2	  0.620	2	1	1q21.3	153346184	153348125	-			P80511	3179	2				S10AC_HUMAN Protein S100-A12 OS=Homo sapiens GN=S100A12 PE=1 SV=2 CONCAT=4	Homo sapiens
P07476	C	canonical	  1.000	  1.000	4	  0.182	4	1	1q21.3	152881021	152884362	+			P07476	3180	3				INVO_HUMAN Involucrin OS=Homo sapiens GN=IVL PE=1 SV=2 CONCAT=9	Homo sapiens
P10746	C	canonical	  1.000	  1.000	8	  0.954	6	10	10q26.13	127477152	127505201	-			P10746	3181	5				HEM4_HUMAN Uroporphyrinogen-III synthase OS=Homo sapiens GN=UROS PE=1 SV=1 CONCAT=28	Homo sapiens
P20930	C	canonical	  1.000	  1.000	15	  0.105	8	1	1q21.3	152274651	152297679	-			P20930	3182	5				FILA_HUMAN Filaggrin OS=Homo sapiens GN=FLG PE=1 SV=3 CONCAT=53	Homo sapiens
Q86YZ3	C	canonical	  0.188	  1.000	314	  4.464	42	1	1q21.3	152184558	152196669	-			Q86YZ3	3183	2				HORN_HUMAN Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2 CONCAT=14	Homo sapiens
P60903	C	canonical	  1.000	  1.000	107	 41.449	17	1	1q21.3	151955394	151965054	-			P60903	3184	14				S10AA_HUMAN Protein S100-A10 OS=Homo sapiens GN=S100A10 PE=1 SV=2 CONCAT=2	Homo sapiens
Q9H008	C	canonical	  1.000	  1.000	13	  1.679	8	10	10q26.13	126150412	126302710	+			Q9H008	3185	3				LHPP_HUMAN Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens GN=LHPP PE=1 SV=2 CONCAT=2	Homo sapiens
Q96L92	C	canonical	  1.000	  1.000	17	  0.908	13	1	1q21.3	0	0	 			Q96L92	3186	6				SNX27_HUMAN Sorting nexin-27 OS=Homo sapiens GN=SNX27 PE=1 SV=2 CONCAT=2	Homo sapiens
P04181	C	canonical	  1.000	  1.000	14	  1.142	9	10	10q26.13	126085876	126107505	-			P04181	3187	2				OAT_HUMAN Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1 CONCAT=29	Homo sapiens
O43684	C	canonical	  1.000	  1.000	51	  4.648	16	10	10q26.13	124913931	124924881	+			O43684	3188	5				BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1 CONCAT=1	Homo sapiens
P45954	C	canonical	  1.000	  1.000	192	 12.396	23	10	10q26.13	124768532	124817827	+			P45954	3189	3				ACDSB_HUMAN Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADSB PE=1 SV=1 CONCAT=10	Homo sapiens
A2A3N6		canonical	  0.060	  1.000	27	  1.131	12	10	10q23.33	0	0	 			P55036	3190	24				PIPSL_HUMAN Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens GN=PIPSL PE=5 SV=1 CONCAT=1	Homo sapiens
O60331	C	canonical	  1.000	  1.000	4	  0.221	3	19	19p13.3	3630181	3700477	-			P55036	3190	24				PI51C_HUMAN Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Homo sapiens GN=PIP5K1C PE=1 SV=2 CONCAT=2	Homo sapiens
P55036	C	canonical	  1.000	  1.000	68	  6.198	22	1	1q21.3	151227179	151239955	+			P55036	3190	24				PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1 CONCAT=1	Homo sapiens
Q99755	C	canonical	  1.000	  1.000	5	  0.277	4	1	1q21.3	151171027	151222012	+			P55036	3190	24				PI51A_HUMAN Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1 CONCAT=1	Homo sapiens
Q8WV93	C	canonical	  1.000	  1.000	4	  0.238	4	6	6q21	108616098	108847204	+			Q8WV93	3191	5				LACE1_HUMAN Lactation elevated protein 1 OS=Homo sapiens GN=LACE1 PE=2 SV=2 CONCAT=1	Homo sapiens
Q9UGP8	C	canonical	  1.000	  1.000	17	  0.675	11	6	6q21	108188960	108279393	-			Q9UGP8	3192	4				SEC63_HUMAN Translocation protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2 CONCAT=3	Homo sapiens
O95260-2	C	canonical	  1.000	  1.000	22	  1.420	11	10	10q26.13	123502626	123687550	-			O95260-2	3193	9				ATE1_HUMAN Isoform ATE1-2 of Arginyl-tRNA--protein transferase 1 OS=Homo sapiens GN=ATE1	Homo sapiens
Q9H0R6	C	canonical	  1.000	  1.000	2	  0.107	2	6	6q21	107077453	107116292	+			Q9H0R6	3194	3				GATA_HUMAN Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Homo sapiens GN=QRSL1 PE=1 SV=2 CONCAT=4	Homo sapiens
Q16610	C	canonical	  1.000	  1.000	5	  0.250	4	1	1q21	0	0	 			Q16610	3195	4				ECM1_HUMAN Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2 CONCAT=11	Homo sapiens
Q8WWV3	C	canonical	  1.000	  1.000	34	  2.291	16	6	6q21	107019846	107077362	-			Q8WWV3	3196	5				RT4I1_HUMAN Reticulon-4-interacting protein 1, mitochondrial OS=Homo sapiens GN=RTN4IP1 PE=1 SV=2 CONCAT=3	Homo sapiens
Q9BW92	C	canonical	  1.000	  1.000	39	  1.511	24	1	1q21.3	150459890	150479734	+			Q9BW92	3197	17				SYTM_HUMAN Threonine--tRNA ligase, mitochondrial OS=Homo sapiens GN=TARS2 PE=1 SV=1	Homo sapiens
Q5VT52	C	canonical	  1.000	  1.000	13	  0.288	12	1	1q21.2	0	0	 			Q5VT52	3198	5				RPRD2_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens GN=RPRD2 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9Y6Y8	C	canonical	  1.000	  1.000	29	  1.045	17	10	10q26.11	121652223	121701658	+			Q9Y6Y8	3199	5				S23IP_HUMAN SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1 CONCAT=2	Homo sapiens
O95817	C	canonical	  0.162	  1.000	228	 11.396	51	10	10q26.11	121410882	121437331	+			O95817	3200	3				BAG3_HUMAN BAG family molecular chaperone regulator 3 OS=Homo sapiens GN=BAG3 PE=1 SV=3 CONCAT=21	Homo sapiens
P31483	C	canonical	  1.000	  1.000	16	  1.458	10	2	2p13.3	70436576	70475792	-			Q01085	3201	17				TIA1_HUMAN Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3 CONCAT=2	Homo sapiens
Q01085	C	canonical	  1.000	  1.000	22	  2.005	13	10	10q26.11	121334199	121356007	-			Q01085	3201	17				TIAR_HUMAN Nucleolysin TIAR OS=Homo sapiens GN=TIAL1 PE=1 SV=1 CONCAT=1	Homo sapiens
P48147	C	canonical	  1.000	  1.000	276	  9.297	56	6	6q21	105725440	105850959	-			P48147	3202	4				PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2 CONCAT=3	Homo sapiens
Q9ULX7	C	canonical	  1.000	  1.000	4	  0.477	2	1	1q21.2	150229554	150237478	+			Q9ULX7	3203	3				CAH14_HUMAN Carbonic anhydrase 14 OS=Homo sapiens GN=CA14 PE=1 SV=1 CONCAT=6	Homo sapiens
Q9NRW7	C	canonical	  1.000	  1.000	17	  0.798	13	1	1q21.2	150039369	150117505	+			Q9NRW7	3204	6				VPS45_HUMAN Vacuolar protein sorting-associated protein 45 OS=Homo sapiens GN=VPS45 PE=1 SV=1 CONCAT=3	Homo sapiens
O75367	C	canonical	  1.000	  1.000	605	 52.080	47	5	5q31.1	134670073	134735577	-			Q6FI13	3205	43				H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4 CONCAT=1	Homo sapiens
P04908	C	canonical	  1.000	  1.000	1206	373.736	53	6	6p22.2	26033320	26033796	-			Q6FI13	3205	43				H2A1B_HUMAN Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2 CONCAT=2	Homo sapiens
P0C0S5	C	canonical	  1.000	  1.000	614	190.277	27	4	4q23	100869245	100871545	-			Q6FI13	3205	43				H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2 CONCAT=2	Homo sapiens
P16104	C	canonical	  1.000	  1.000	1258	278.465	53	11	11q23.3	118964589	118966159	-			Q6FI13	3205	43				H2AX_HUMAN Histone H2AX OS=Homo sapiens GN=H2AFX PE=1 SV=2 CONCAT=2	Homo sapiens
Q6FI13	C	canonical	  1.000	  1.000	1511	468.254	56	1	1q21.2	149822643	149823191	+			Q6FI13	3205	43				H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens GN=HIST2H2AA3 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9P0M6	C	canonical	  1.000	  1.000	161	 13.130	36	10	10q22.1	71812552	71872036	+			Q6FI13	3205	43				H2AW_HUMAN Core histone macro-H2A.2 OS=Homo sapiens GN=H2AFY2 PE=1 SV=3 CONCAT=1	Homo sapiens
Q8N3C0	C	canonical	  1.000	  1.000	6	  0.074	6	6	6q16.3	101304179	101329187	-			Q8N3C0	3206	2				ASCC3_HUMAN Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens GN=ASCC3 PE=1 SV=3 CONCAT=12	Homo sapiens
Q5W0V3	C	canonical	  1.000	  1.000	3	  0.119	3	10	10q25.3	116581503	116624472	+			Q5W0V3	3207	3				F16B1_HUMAN Protein FAM160B1 OS=Homo sapiens GN=FAM160B1 PE=2 SV=1 CONCAT=3	Homo sapiens
O94874	C	canonical	  1.000	  1.000	61	  1.969	34	6	6q16.1	96969684	97003152	+			O94874	3208	7				UFL1_HUMAN E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1 PE=1 SV=2 CONCAT=3	Homo sapiens
O96011	C	canonical	  1.000	  1.000	11	  1.136	7	1	1q21.1	145516252	145523730	+			O96011	3209	3				PX11B_HUMAN Peroxisomal membrane protein 11B OS=Homo sapiens GN=PEX11B PE=1 SV=1 CONCAT=1	Homo sapiens
O43318	C	canonical	  1.000	  1.000	4	  0.182	3	6	6q16.1-q16.3	0	0	 			O43318	3210	6				M3K7_HUMAN Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens GN=MAP3K7 PE=1 SV=1 CONCAT=1	Homo sapiens
Q99590	C	canonical	  1.000	  1.000	6	  0.133	5	12	12q12	46315192	46384348	-			Q99590	3211	4				SCAFB_HUMAN Protein SCAF11 OS=Homo sapiens GN=SCAF11 PE=1 SV=2 CONCAT=3	Homo sapiens
Q9NU22	C	canonical	  1.000	  1.000	5	  0.026	5	6	6q15	90352218	90529442	-			Q9NU22	3212	3				MDN1_HUMAN Midasin OS=Homo sapiens GN=MDN1 PE=1 SV=2 CONCAT=16	Homo sapiens
P54868	C	canonical	  1.000	  1.000	34	  2.107	21	1	1p12	120290619	120311517	-			P54868	3213	3				HMCS2_HUMAN Hydroxymethylglutaryl-CoA synthase, mitochondrial OS=Homo sapiens GN=HMGCS2 PE=1 SV=1 CONCAT=8	Homo sapiens
O43175	C	canonical	  1.000	  1.000	135	  8.045	33	1	1p12	120254510	120286838	+			O43175	3214	4				SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4 CONCAT=8	Homo sapiens
O15247	C	canonical	  1.000	  1.000	27	  2.988	7	X	Xq28	154505500	154563955	-			O15247	3215	4				CLIC2_HUMAN Chloride intracellular channel protein 2 OS=Homo sapiens GN=CLIC2 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9UQ13	C	canonical	  1.000	  1.000	7	  0.434	5	10	10q25.2	112679301	112773422	+			Q9UQ13	3216	3				SHOC2_HUMAN Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 PE=1 SV=2 CONCAT=3	Homo sapiens
Q9BWH2	C	canonical	  1.000	  1.000	44	  7.575	12	X	Xq28	154254960	154288578	+			Q9BWH2	3217	4				FUND2_HUMAN FUN14 domain-containing protein 2 OS=Homo sapiens GN=FUNDC2 PE=1 SV=2 CONCAT=1	Homo sapiens
Q5T481	C	canonical	  1.000	  1.000	16	  0.459	11	10	10q25.2	112404155	112599227	+			Q5T481	3218	2				RBM20_HUMAN RNA-binding protein 20 OS=Homo sapiens GN=RBM20 PE=1 SV=3 CONCAT=13	Homo sapiens
Q00013	C	canonical	  1.000	  1.000	6	  0.372	4	X	Xq28	154006959	154033796	-			Q00013	3219	7				EM55_HUMAN 55 kDa erythrocyte membrane protein OS=Homo sapiens GN=MPP1 PE=1 SV=2 CONCAT=2	Homo sapiens
Q5T160	C	canonical	  1.000	  1.000	3	  0.126	3	6	6q15	88224096	88299721	-			Q5T160	3220	2				SYRM_HUMAN Probable arginine--tRNA ligase, mitochondrial OS=Homo sapiens GN=RARS2 PE=1 SV=1 CONCAT=7	Homo sapiens
Q9UPN9-2	C	canonical	  1.000	  1.000	7	  0.201	6	1	1p13.2	114935399	115053781	-			Q9UPN9-2	3221	5				TRI33_HUMAN Isoform Beta of E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33	Homo sapiens
O60832	C	canonical	  1.000	  1.000	33	  1.763	19	X	Xq28	153991031	154005964	+			O60832	3222	9				DKC1_HUMAN H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3 CONCAT=33	Homo sapiens
P11413	C	canonical	  1.000	  1.000	60	  2.734	24	X	Xq28	153760215	153775787	-			P11413	3223	9				G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4 CONCAT=72	Homo sapiens
P11441	C	canonical	  1.000	  1.000	13	  2.238	6	X	Xq28	153712056	153715009	-			P11441	3224	5				UBL4A_HUMAN Ubiquitin-like protein 4A OS=Homo sapiens GN=UBL4A PE=1 SV=1 CONCAT=1	Homo sapiens
Q9UHI6	C	canonical	  1.000	  1.000	3	  0.108	3	1	1p13.2	112297927	112310638	+			Q9UHI6	3225	2				DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2 CONCAT=4	Homo sapiens
P48163	C	canonical	  1.000	  1.000	17	  0.941	11	6	6q14.2	83920108	84140790	-			P48163	3226	4				MAOX_HUMAN NADP-dependent malic enzyme OS=Homo sapiens GN=ME1 PE=1 SV=1 CONCAT=1	Homo sapiens
P24539	C	canonical	  0.199	  1.000	955	 92.485	45	1	1p13.2	111991558	112005395	+			P24539	3227	3				AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2 CONCAT=5	Homo sapiens
Q8NDT2	C	canonical	  1.000	  1.000	7	  0.226	7	3	3p21.2	51428731	51435330	+			Q96T37	3228	8				RB15B_HUMAN Putative RNA-binding protein 15B OS=Homo sapiens GN=RBM15B PE=1 SV=3 CONCAT=1	Homo sapiens
Q96T37	C	canonical	  1.000	  1.000	21	  0.571	12	1	1p13	0	0	 			Q96T37	3228	8				RBM15_HUMAN Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2 CONCAT=1	Homo sapiens
Q14690	C	canonical	  1.000	  1.000	5	  0.081	5	10	10q24.33	105156405	105206049	+			Q14690	3229	2				RRP5_HUMAN Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3 CONCAT=8	Homo sapiens
O43865	C	canonical	  1.000	  1.000	20	  1.069	14	1	1p13.3	110546753	110565011	+			O43865	3230	11				SAHH2_HUMAN Putative adenosylhomocysteinase 2 OS=Homo sapiens GN=AHCYL1 PE=1 SV=2 CONCAT=2	Homo sapiens
Q96HN2	C	canonical	  1.000	  1.000	18	  0.872	12	7	7q32.1	128864864	129070052	+			O43865	3230	11				SAHH3_HUMAN Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1 CONCAT=2	Homo sapiens
P50402	C	canonical	  1.000	  1.000	118	 12.189	13	X	Xq28	153607557	153609883	+			P50402	3231	3				EMD_HUMAN Emerin OS=Homo sapiens GN=EMD PE=1 SV=1 CONCAT=6	Homo sapiens
Q9HBK9	C	canonical	  1.000	  1.000	14	  0.834	7	10	10q24.32	104629273	104661656	+			Q9HBK9	3232	2				AS3MT_HUMAN Arsenite methyltransferase OS=Homo sapiens GN=AS3MT PE=1 SV=3 CONCAT=4	Homo sapiens
P42025	C	canonical	  1.000	  1.000	106	  8.644	30	2	2q11.2	98272431	98280570	-			P61163	3233	12				ACTY_HUMAN Beta-centractin OS=Homo sapiens GN=ACTR1B PE=1 SV=1 CONCAT=3	Homo sapiens
P61163	C	canonical	  1.000	  1.000	188	 15.332	34	10	10q24.32	104238986	104262468	-			P61163	3233	12				ACTZ_HUMAN Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1 CONCAT=1	Homo sapiens
O00186	C	canonical	  1.000	  1.000	30	  1.500	14	1	1p13.3	109289310	109352148	+			O00186	3234	20				STXB3_HUMAN Syntaxin-binding protein 3 OS=Homo sapiens GN=STXBP3 PE=1 SV=2 CONCAT=4	Homo sapiens
P11182	C	canonical	  1.000	  1.000	383	 22.825	37	1	1p21.2	100652475	100715390	-			P11182	3235	4				ODB2_HUMAN Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DBT PE=1 SV=3 CONCAT=6	Homo sapiens
Q9BVM2	C	canonical	  1.000	  1.000	5	  0.646	3	10	10q24.32	103348045	103369425	+			Q9BVM2	3236	3				DPCD_HUMAN Protein DPCD OS=Homo sapiens GN=DPCD PE=1 SV=2 CONCAT=3	Homo sapiens
Q15417	C	canonical	  1.000	  1.000	105	 10.168	23	1	1p21.3	95362507	95392834	-			Q15417	3237	5				CNN3_HUMAN Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1 CONCAT=1	Homo sapiens
P48507	C	canonical	  1.000	  1.000	5	  0.704	2	1	1p22.1	94350761	94374966	-			P48507	3238	2				GSH0_HUMAN Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens GN=GCLM PE=1 SV=1 CONCAT=2	Homo sapiens
O15231	C	canonical	  1.000	  1.000	19	  0.718	17	X	Xq28	0	0	 			O15231	3239	17				ZN185_HUMAN Zinc finger protein 185 OS=Homo sapiens GN=ZNF185 PE=1 SV=3 CONCAT=1	Homo sapiens
P41208	C	canonical	  1.000	  1.000	10	  1.722	5	X	Xq28	151995517	151999321	-			P41208	3240	2				CETN2_HUMAN Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1 CONCAT=2	Homo sapiens
Q8N6T3	C	canonical	  1.000	  1.000	13	  1.007	8	20	20q13.33	0	0	 			Q8N6T3	3241	12				ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2 CONCAT=2	Homo sapiens
P46777	C	canonical	  1.000	  1.000	122	 15.753	32	1	1p22.1	93297582	93307481	+			P46777	3242	4				RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3 CONCAT=5	Homo sapiens
Q92990	C	canonical	  1.000	  1.000	10	  0.456	6	1	1p22.1	92711959	92764533	-			Q92990	3243	5				GLMN_HUMAN Glomulin OS=Homo sapiens GN=GLMN PE=1 SV=2 CONCAT=4	Homo sapiens
Q06787-6	C	canonical	  1.000	  1.000	25	  1.250	15	X	Xq27.3	146993698	147030365	+			Q06787-6	3244	15				FMR1_HUMAN Isoform 5 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1	Homo sapiens
Q9NTM9	C	canonical	  1.000	  1.000	2	  0.238	2	10	10q24.2	101491977	101515891	+			Q9NTM9	3245	2				CUTC_HUMAN Copper homeostasis protein cutC homolog OS=Homo sapiens GN=CUTC PE=1 SV=1 CONCAT=2	Homo sapiens
P17174	C	canonical	  1.000	  1.000	1168	 78.687	71	10	10q24.2	101156627	101190350	-			P17174	3246	3				AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens GN=GOT1 PE=1 SV=3 CONCAT=3	Homo sapiens
Q16512	C	canonical	  1.000	  1.000	17	  0.599	15	19	19p13.12	14544169	14582671	+			Q16513	3247	18				PKN1_HUMAN Serine/threonine-protein kinase N1 OS=Homo sapiens GN=PKN1 PE=1 SV=2 CONCAT=12	Homo sapiens
Q16513	C	canonical	  1.000	  1.000	31	  0.890	19	1	1p22.2	89149993	89299353	+			Q16513	3247	18				PKN2_HUMAN Serine/threonine-protein kinase N2 OS=Homo sapiens GN=PKN2 PE=1 SV=1 CONCAT=4	Homo sapiens
P38159	C	canonical	  1.000	  1.000	192	 11.442	54	X	Xq26.3	135955620	135962884	-			P38159	3248	15				RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3 CONCAT=2	Homo sapiens
P63218	C	canonical	  1.000	  1.000	23	  8.910	5	1	1p22.3	84964012	84972248	-			P63218	3249	2				GBG5_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens GN=GNG5 PE=1 SV=3 CONCAT=5	Homo sapiens
Q13642-5	C	canonical	  1.000	  1.000	1071	 92.194	68	X	Xq27.2	0	0	 			Q13642-5	3250	16				FHL1_HUMAN Isoform 5 of Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1	Homo sapiens
P25685	C	canonical	  1.000	  1.000	27	  1.992	11	19	19p13.12	14625582	14629232	-			Q9UDY4	3251	13				DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4 CONCAT=2	Homo sapiens
Q9UDY4	C	canonical	  1.000	  1.000	117	 10.072	15	1	1p31.1	78470538	78483648	+			Q9UDY4	3251	13				DNJB4_HUMAN DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1 CONCAT=2	Homo sapiens
O75487	C	canonical	  1.000	  1.000	10	  0.596	7	X	Xq26.2	132434131	132549518	-			O75487	3252	3				GPC4_HUMAN Glypican-4 OS=Homo sapiens GN=GPC4 PE=1 SV=4 CONCAT=12	Homo sapiens
P11310	C	canonical	  1.000	  1.000	619	 43.597	49	1	1p31.1	76190036	76229364	+			P11310	3253	8				ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1 CONCAT=25	Homo sapiens
