NextprotID	SeqLength	MW	IsoPoint	TMDomains	SubcellLocations	Diseases	ProteinExistence	Chr
NX_O60829	102	11153	4.71	0	Golgi apparatus;Cytoplasmic vesicle	NA	PE1	X
NX_O60830	172	18273	9.21	3	Cytoskeleton;Mitochondrion inner membrane;Mitochondrion	NA	PE1	X
NX_O60831	178	19258	9.41	4	Endosome membrane;Endoplasmic reticulum;Cytoplasmic vesicle	NA	PE1	X
NX_O60832	514	57674	9.46	0	Nucleus;Nucleus;Nucleolus;Cytoplasm;Cajal body;Nucleolus	Dyskeratosis congenita, X-linked;Hoyeraal-Hreidarsson syndrome	PE1	X
NX_O60840	1977	220678	5.76	24	Membrane	Cone-rod dystrophy, X-linked 3;Night blindness, congenital stationary, 2A;Aaland island eye disease	PE1	X
NX_O60841	1220	138827	5.39	0	Cytoplasm;Cytosol;Cytoplasm;Cell membrane	NA	PE1	2
NX_O60844	167	18147	9.43	0	Extracellular matrix;Cytoplasmic vesicle lumen;Golgi apparatus lumen	NA	PE1	16
NX_O60858	407	46988	5.75	1	Endoplasmic reticulum membrane	NA	PE1	13
NX_O60861	476	54371	6.91	0	Focal adhesion;Cytoskeleton;Cytoplasm;Cell membrane	NA	PE1	17
NX_O60869	148	16369	9.95	0	Cytosol;Nucleus;Nucleus;Cytoplasm	NA	PE1	9
NX_O60870	393	45374	9.07	0	Nucleus;Nucleus;Cytoplasm	NA	PE1	10
NX_O60879	1101	125569	6.2	0	Cytoplasmic vesicle;Endoplasmic reticulum;Early endosome;Cytosol;Nucleolus	Premature ovarian failure 2A	PE1	X
NX_O60880	128	14187	8.74	0	Cytoplasm	Lymphoproliferative syndrome, X-linked, 1	PE1	X
NX_O60882	483	54387	8.92	0	Extracellular matrix	Amelogenesis imperfecta, hypomaturation type, 2A2	PE1	11
NX_O60883	481	52771	7.37	7	Cell membrane	NA	PE1	1
NX_O60884	412	45746	6.06	0	Nucleolus;Membrane;Cytoskeleton;Cytosol	NA	PE1	16
NX_O60885	1362	152219	9.23	0	Nucleoplasm;Chromosome;Nucleus	NA	PE1	19
NX_O60888	179	19116	5.42	0	Focal adhesion;Cell membrane	NA	PE1	6
NX_O60890	802	91641	8.08	0	Dendrite;Cell membrane;Cytoplasm;Dendritic spine;Synapse;Nucleus;Axon	Mental retardation, X-linked, syndromic, OPHN1-related	PE1	X
NX_O60894	148	16988	8.55	1	Nucleoplasm;Nucleus membrane;Membrane	NA	PE1	2
NX_O60895	175	19608	5.49	1	Cytoplasmic vesicle;Membrane	NA	PE1	17
NX_O60896	148	16518	5.32	1	Cell membrane;Membrane	NA	PE1	7
NX_O60902	331	34953	8.99	0	Nucleus	NA	PE1	3
NX_O60906	423	47646	6.49	2	Cytoplasmic vesicle;Cell membrane;Cell junction;Membrane	NA	PE1	6
NX_O60907	577	62496	6.08	0	Nucleolus;Nucleus;Nucleus	NA	PE1	X
NX_O60909	372	41972	9.47	1	Cytoplasmic vesicle;Golgi apparatus;Golgi stack membrane	NA	PE1	1
NX_O60911	334	37329	8.98	0	Cytosol;Nucleolus;Lysosome;Nucleus;Cell membrane	NA	PE1	9
NX_O60921	280	31691	6.37	0	Cytosol;Nucleus	NA	PE1	7
NX_O60925	122	14210	6.32	0	Cytoplasm;Cytosol;Nucleolus;Cell membrane	NA	PE1	5
NX_O60927	126	13952	6.52	0	Cytoplasmic vesicle;Nucleus	NA	PE1	6
NX_O60928	360	40530	5.84	2	Membrane	Leber congenital amaurosis 16;Snowflake vitreoretinal degeneration	PE1	2
NX_O60930	286	32064	9.28	0	Cytoplasm	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2	PE1	2
NX_O60931	367	41738	9.12	7	Cytoplasmic vesicle;Cell membrane;Lysosome membrane;Melanosome;Cytoskeleton	Cystinosis, nephropathic type;Cystinosis, adult, non-nephropathic type;Cystinosis, late-onset juvenile or adolescent nephropathic type	PE1	17
NX_O60934	754	84959	6.5	0	Nucleoplasm;Golgi apparatus;Nucleus;Telomere;PML body	Breast cancer;Aplastic anemia;Nijmegen breakage syndrome	PE1	8
NX_O60936	208	22629	4.11	0	Cytosol;Nucleus;Cytoplasm;Sarcoplasmic reticulum;Membrane;Mitochondrion;Nucleolus	Myoclonus, familial cortical	PE1	16
NX_O60938	352	40509	7.11	0	Extracellular matrix	Cornea plana 2, autosomal recessive	PE1	12
NX_O60939	215	24326	5.98	1	Membrane	Atrial fibrillation, familial, 14	PE1	11
NX_O60941	627	71356	8.11	0	Mitochondrion;Cytoplasm	NA	PE1	2
NX_O60942	597	68557	8.43	0	Nucleoplasm;Nucleus	NA	PE1	6
NX_O71037	699	79252	9.2	1	Cell membrane;Cell membrane;Virion	NA	PE1	19
NX_O75015	233	26216	6.22	0	Cell membrane;Secreted	NA	PE1	1
NX_O75019	489	53275	7.97	1	Membrane	NA	PE2	19
NX_O75022	631	69386	6.45	1	Cell membrane	NA	PE1	19
NX_O75023	590	64126	6.92	1	Membrane	NA	PE1	19
NX_O75027	752	82641	9.37	6	Mitochondrion inner membrane;Mitochondrion	Anemia, sideroblastic, spinocerebellar ataxia	PE1	X
NX_O75030	526	58795	5.93	0	Nucleus	Waardenburg syndrome 2, with ocular albinism, autosomal recessive;Waardenburg syndrome 2A;Tietz albinism-deafness syndrome;Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness;Melanoma, cutaneous malignant 8	PE1	3
NX_O75031	334	37645	5.43	0	Nucleus;Cytosol;Cytoplasm	NA	PE1	21
NX_O75037	1637	182662	6.7	0	Cytoskeleton;Dendrite;Growth cone;Axon;Cytoplasmic vesicle	NA	PE1	1
NX_O75038	1416	154668	8.04	0	Cell membrane;Cytoplasm	NA	PE1	1
NX_O75044	1071	120881	6.25	0	Nucleoplasm;Cytosol;Cell membrane;Dendritic spine;Postsynaptic density;Postsynaptic cell membrane;Lamellipodium;Phagosome;Nucleus;Cytoplasm	NA	PE1	1
NX_O75051	1894	211104	6.05	1	Cell membrane	NA	PE1	1
NX_O75052	506	56150	5.89	0	Cytoplasmic vesicle;Nucleus	NA	PE1	1
NX_O75054	1194	135196	5.75	1	Nucleoplasm;Membrane;Cytosol	Lacrimal duct defect	PE1	1
NX_O75056	442	45497	4.61	1	Mitochondrion;Membrane;Nucleoplasm	NA	PE1	1
NX_O75061	913	99997	6.82	0	Cell membrane;Cytosol;Nucleoplasm	Parkinson disease 19B, early-onset;Parkinson disease 19A, juvenile-onset	PE1	1
NX_O75063	409	46432	6.4	1	Nucleoplasm;Golgi apparatus membrane;Golgi apparatus	NA	PE1	1
NX_O75064	1496	163847	6.85	0	Nucleus;Golgi apparatus;Golgi apparatus	NA	PE1	1
NX_O75069	709	77449	6.34	2	Membrane;Endoplasmic reticulum	NA	PE1	1
NX_O75071	495	55031	5.98	0	Nucleolus;Golgi apparatus;Cytosol	NA	PE1	1
NX_O75072	461	53724	8.63	1	Golgi apparatus membrane	Cardiomyopathy, dilated 1X;Muscular dystrophy-dystroglycanopathy congenital without mental retardation B4;Muscular dystrophy-dystroglycanopathy limb-girdle C4;Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A4	PE1	9
NX_O75074	770	82884	5.83	1	Membrane;Coated pit	NA	PE1	19
NX_O75077	832	91926	7.85	1	Cell membrane;Secreted	NA	PE1	2
NX_O75078	769	83418	6.91	1	Membrane	NA	PE1	17
NX_O75081	653	71192	8.5	0	Nucleoplasm;Nucleolus;Golgi apparatus membrane;Nucleoplasm	NA	PE1	16
NX_O75083	606	66194	6.17	0	Cytoplasm;Cytosol;Cell junction;Podosome;Cytoskeleton	NA	PE1	4
NX_O75084	574	63620	8.12	7	Cell membrane;Nucleoplasm;Cell membrane;Endosome membrane	NA	PE1	2
NX_O75093	1534	167926	6.14	0	Secreted	NA	PE1	10
NX_O75094	1523	167713	7.99	0	Cell junction;Secreted	NA	PE1	5
NX_O75095	1541	161185	5.94	0	Cytoplasm;Cytoskeleton;Secreted;Cytoskeleton	NA	PE1	1
NX_O75096	1905	212045	5.06	1	Mitochondrion;Cell membrane;Nucleus;Nucleolus	Myasthenic syndrome, congenital, 17;Cenani-Lenz syndactyly syndrome;Sclerosteosis 2	PE1	11
NX_O75106	756	83673	6.54	0	Cell membrane;Cytoplasm	NA	PE1	17
NX_O75110	1047	118583	8.01	10	Early endosome membrane;Recycling endosome;trans-Golgi network membrane	NA	PE1	20
NX_O75112	727	77135	8.47	0	Cytosol;Focal adhesion;Pseudopodium;Nucleoplasm;Cytoskeleton;Z line;Perinuclear region	Left ventricular non-compaction 3;Cardiomyopathy, dilated 1C, with or without left ventricular non-compaction;Myopathy, myofibrillar, 4	PE1	10
NX_O75113	896	100379	5.24	0	Nucleolus;Nucleolus;PML body	NA	PE1	16
NX_O75116	1388	160900	5.75	0	Cytoplasm;Cytosol;Cell membrane;Nucleus;Centrosome	NA	PE1	2
NX_O75121	409	45380	5.13	1	Cell membrane;Cell membrane;Nucleus;Cytoplasm	NA	PE1	4
NX_O75122	1294	141133	8.68	0	Cytosol;Golgi apparatus;Centrosome;Kinetochore;Spindle;Golgi apparatus;trans-Golgi network;Cell membrane;Ruffle membrane;Cytoskeleton	NA	PE1	3
NX_O75123	536	61392	8.52	0	Nucleus;Nucleus	NA	PE1	8
NX_O75127	700	78856	8.81	0	Mitochondrion;Mitochondrion;Mitochondrion matrix	NA	PE1	7
NX_O75128	1261	135617	7.66	0	Ruffle;Cytoskeleton;Cytoplasm;Cell junction;Cell membrane;Cell membrane	NA	PE1	7
NX_O75129	1339	148243	5.66	2	Nucleoplasm;Cytosol;Membrane;Perikaryon;Cell cortex;Early endosome;Late endosome;Clathrin-coated vesicle;Cytoplasmic vesicle	NA	PE1	9
NX_O75131	537	60131	5.6	0	Cytosol;Mitochondrion;Nucleus;Cytoplasm;Cell membrane;Cell junction;Focal adhesion;Nucleus;Nucleolus	NA	PE1	8
NX_O75132	1171	130322	6.38	0	Nucleus;Cytoplasm;Nucleoplasm	NA	PE1	22
NX_O75140	1603	181264	6.27	0	Cytosol;Golgi apparatus;Lysosome membrane;Perinuclear region	Epilepsy, familial focal, with variable foci 1	PE1	22
NX_O75143	517	56572	4.98	0	Nucleoplasm;Cell membrane;Cytosol;Cytosol;Preautophagosomal structure	NA	PE1	11
NX_O75144	302	33349	5.15	1	Cell membrane;Mitochondrion	NA	PE1	21
NX_O75145	1194	133496	5.53	0	Nucleolus;Acrosome;Cytoplasm;Cytoplasmic vesicle	NA	PE1	19
NX_O75146	1068	119388	6.22	0	Cytosol;Clathrin-coated vesicle membrane;Cell membrane;Cytoplasmic vesicle;Perinuclear region;Endomembrane system	NA	PE1	12
NX_O75147	1896	206947	5.42	0	Centrosome;Cytoplasm;Centrosome;Perinuclear region;Golgi apparatus	3M syndrome 2	PE1	2
NX_O75150	1001	113650	5.93	0	Nucleus;Nucleoplasm	NA	PE1	16
NX_O75151	1096	120775	9.25	0	Nucleus;Kinetochore;Nucleolus;Cytosol;Nucleolus	NA	PE1	9
NX_O75152	810	89131	8.62	0	Nucleus speckle	NA	PE1	1
NX_O75153	1309	146670	5.75	0	Cytoplasm;Cytoplasmic granule;Nucleus;Cytoplasmic vesicle	NA	PE1	17
NX_O75154	756	82440	4.44	0	Microtubule organizing center;Recycling endosome membrane;Centrosome;Cleavage furrow;Midbody;Cytoskeleton;Cytoplasmic vesicle	NA	PE1	16
NX_O75155	1236	135256	5.44	0	Nucleus;Cytosol;Nucleus	NA	PE1	3
NX_O75157	780	79228	4.9	0	Cytosol	NA	PE1	3
NX_O75159	536	61246	8.87	0	Cytosol;Nucleoplasm;Cell membrane	NA	PE1	2
NX_O75161	1426	157598	8.4	0	Cilium basal body;Centrosome;Tight junction;Nucleus	Senior-Loken syndrome 4;Nephronophthisis 4	PE1	1
NX_O75164	1064	120662	5.61	0	Nucleus;Nucleolus	NA	PE1	1
NX_O75165	2243	254415	6.31	0	Early endosome membrane;Cytoplasmic vesicle;Early endosome;Endosome membrane;Cytosol	Parkinson disease	PE1	3
NX_O75167	634	69700	8.14	0	Membrane	NA	PE1	6
NX_O75170	966	104942	4.74	0	Cytoplasm;Cytoplasmic vesicle;Cytosol	NA	PE1	22
NX_O75173	837	90197	8.18	0	Nucleus speckle;Extracellular matrix	NA	PE1	1
NX_O75175	753	81872	5.82	0	Cytosol;P-body;Nucleus;Cytoplasm	NA	PE1	19
NX_O75177	396	42990	5.96	0	Nucleoplasm;Cytosol;Nucleus;Kinetochore	NA	PE1	20
NX_O75179	2603	274258	6.07	0	Nucleus membrane;Nucleus;Cytoplasm;Nucleus	NA	PE1	4
NX_O75182	1162	133066	6.48	0	Cell membrane;Nucleoplasm;Nucleus	NA	PE1	19
NX_O75185	946	103187	5.53	10	Cell membrane;Focal adhesion;Membrane	NA	PE1	16
NX_O75190	326	36087	9.17	0	Nucleus;Cytoplasm;Nucleoplasm;Perinuclear region;Nucleus;Z line	Limb-girdle muscular dystrophy 1E	PE1	7
NX_O75191	536	58382	5.55	0	Nucleus speckle	NA	PE1	3
NX_O75192	247	28353	9.68	2	Peroxisome membrane	NA	PE1	15
NX_O75197	1615	179145	5.11	1	Endoplasmic reticulum;Membrane	Vitreoretinopathy, exudative 1;Osteopetrosis, autosomal dominant 1;Vitreoretinopathy, exudative 4;High bone mass trait;Van Buchem disease 2;Osteoporosis-pseudoglioma syndrome;Osteoporosis;Endosteal hyperostosis, Worth type	PE1	11
NX_O75200	414	47714	10.35	0	Secreted	NA	PE2	16
NX_O75204	238	25842	6.23	3	Cell membrane;Cytoplasm	Pheochromocytoma	PE1	2
NX_O75208	318	35509	5.61	0	Cytosol;Mitochondrion	Coenzyme Q10 deficiency, primary, 5	PE1	16
NX_O75223	188	21008	5.07	0	Cell membrane;Cytoplasm	NA	PE1	7
NX_O75251	213	23564	10.02	0	Mitochondrion	Leigh syndrome;Mitochondrial complex I deficiency	PE1	19
NX_O75264	130	14964	5.25	1	Nucleoplasm;Cytosol;Membrane	NA	PE1	19
NX_O75290	641	74531	8.96	0	Nucleus	NA	PE1	19
NX_O75293	160	17818	4.33	0	Nucleoplasm;Cytosol	NA	PE1	19
NX_O75298	545	59264	5.19	2	Endoplasmic reticulum membrane;Nucleus speckle	Spastic paraplegia 12, autosomal dominant	PE1	19
NX_O75306	463	52546	7.21	0	Mitochondrion inner membrane;Mitochondrion;Nucleoplasm	Mitochondrial complex I deficiency	PE1	1
NX_O75309	829	89923	4.82	1	Cell membrane	NA	PE1	16
NX_O75310	529	61038	9.06	1	Microsome membrane;Endoplasmic reticulum membrane	NA	PE1	4
NX_O75311	464	53800	8.6	4	Perikaryon;Dendrite;Postsynaptic cell membrane;Synapse;Cell membrane	NA	PE1	4
NX_O75312	459	50925	4.66	0	Nucleus;Growth cone;Axon;Nucleolus;Gem;Cajal body;Perinuclear region;Cytoplasm;Cytoplasmic vesicle	NA	PE1	11
NX_O75317	370	42858	6.16	0	NA	NA	PE1	13
NX_O75319	330	38939	9.47	0	Cytoskeleton;Nucleus;Nucleolus;Nucleus;Nucleus speckle	NA	PE1	2
NX_O75323	286	33743	9.42	0	Cytoplasm;Mitochondrion outer membrane;Mitochondrion	NA	PE1	7
NX_O75324	88	9497	5.19	1	Cytosol;Mitochondrion outer membrane	NA	PE1	16
NX_O75325	713	78859	7.06	1	Endoplasmic reticulum;Membrane	NA	PE1	1
NX_O75326	666	74824	7.57	0	Cytoplasmic vesicle;Cell membrane	NA	PE1	15
NX_O75330	724	84100	5.68	0	Cytosol;Cell surface;Cytoplasm;Cytoskeleton;Centrosome	NA	PE1	5
NX_O75333	385	42341	9.33	0	Nucleus	NA	PE2	11
NX_O75334	1257	143291	5.8	0	Cytoplasm;Cell surface	NA	PE1	12
NX_O75335	1185	134404	6.28	0	Cytoplasm;Cell surface	NA	PE1	1
NX_O75339	1184	132565	8.76	0	Extracellular matrix	Intervertebral disc disease	PE1	15
NX_O75340	191	21868	5.16	0	Cytosol;Endoplasmic reticulum membrane;COPII-coated vesicle membrane;Cytoplasm;Nucleus;Endosome	NA	PE1	5
NX_O75342	701	80356	7.57	0	Cytoplasm;Cytosol	Ichthyosis, congenital, autosomal recessive 2	PE1	17
NX_O75343	617	70368	8.84	0	Cytoplasm	NA	PE5	13
NX_O75344	327	37214	6.48	0	Nucleus;Chromosome;Cytosol	NA	PE1	7
NX_O75346	499	57602	9.32	0	Nucleus	NA	PE2	19
NX_O75347	108	12855	5.25	0	Cytoplasm;Cytoskeleton;Nucleolus;Cytoskeleton	NA	PE1	5
NX_O75348	118	13758	8.93	0	Nucleolus;Nucleus	NA	PE1	9
NX_O75351	444	49302	6.75	0	Prevacuolar compartment membrane;Late endosome membrane;Cytoplasmic vesicle;Cytoskeleton	NA	PE1	18
NX_O75352	247	26638	9.13	7	Membrane;Endoplasmic reticulum;Mitochondrion	Congenital disorder of glycosylation 1F	PE1	17
NX_O75354	484	53246	9.32	1	Golgi apparatus;Golgi apparatus;Golgi apparatus membrane;Secreted	NA	PE1	20
NX_O75355	529	59105	5.98	2	Cytosol;Membrane	NA	PE1	3
NX_O75356	428	47517	5.92	0	Endoplasmic reticulum;Cytosol;Secreted	NA	PE1	14
NX_O75360	226	24984	10.36	0	Nucleus	Pituitary hormone deficiency, combined, 2	PE1	5
NX_O75362	1048	115272	8.78	0	Nucleus speckle;Nucleus	NA	PE1	20
NX_O75363	584	61709	4.99	0	Cytoplasm;Cytoplasmic vesicle	NA	PE1	20
NX_O75364	302	31832	9.28	0	Nucleus	Cataract 11, multiple types;Anterior segment dysgenesis 1	PE1	10
NX_O75365	173	19535	9.35	0	Cell membrane;Early endosome	NA	PE1	8
NX_O75366	819	92027	5.47	0	Cytoskeleton;Cell projection;Axon	NA	PE1	12
NX_O75367	372	39617	9.8	0	Chromosome;Nucleus;Nucleus	NA	PE1	5
NX_O75368	114	12774	5.22	0	Cytoplasmic vesicle	NA	PE1	X
NX_O75369	2602	278164	5.47	0	Cell membrane;Golgi apparatus;Cytosol;Cytoskeleton;Cytoskeleton;Cell cortex;Z line	Spondylocarpotarsal synostosis syndrome;Boomerang dysplasia;Larsen syndrome;Atelosteogenesis 1;Atelosteogenesis 3	PE1	3
NX_O75373	536	61931	9.41	0	Nucleus	NA	PE2	19
NX_O75376	2440	270210	6.66	0	Nucleus	NA	PE1	17
NX_O75379	141	16397	6.75	1	Golgi apparatus;trans-Golgi network membrane	NA	PE1	1
NX_O75380	124	13712	8.58	0	Mitochondrion inner membrane	Mitochondrial complex I deficiency	PE1	5
NX_O75381	377	41237	4.89	0	Nucleolus;Peroxisome membrane;Peroxisome	Peroxisome biogenesis disorder 13A;Peroxisome biogenesis disorder complementation group K	PE1	1
NX_O75382	744	80830	8.03	0	Mitochondrion;Cytoplasm;Early endosome;trans-Golgi network;Dendrite	NA	PE1	11
NX_O75385	1050	112631	9.03	0	Preautophagosomal structure;Cytosol;Cytosol	NA	PE1	12
NX_O75386	442	49642	7.63	0	Nucleolus;Nucleus;Cell membrane;Nucleus;Cell membrane;Cilium;Cytoplasm;Secreted	NA	PE1	12
NX_O75387	559	61477	7.85	12	Golgi apparatus;Cytoplasmic vesicle;Membrane;Cell membrane	NA	PE1	11
NX_O75388	356	40087	9.35	7	Cell membrane	NA	PE2	19
NX_O75390	466	51712	8.45	0	Mitochondrion;Mitochondrion matrix	NA	PE1	12
NX_O75391	227	26034	7.69	0	Nucleus;Nucleus	NA	PE1	17
NX_O75394	65	7619	10.81	0	Mitochondrion	NA	PE1	2
NX_O75396	215	24593	6.43	1	trans-Golgi network membrane;Melanosome;Endoplasmic reticulum membrane;Endoplasmic reticulum-Golgi intermediate compartment membrane;cis-Golgi network membrane	NA	PE1	1
NX_O75398	565	59327	5.21	0	Cytoplasm;Nucleolus;Nucleus;Secreted;Nucleus	Mental retardation, autosomal dominant 24;Dyskinesia, seizures, and intellectual developmental disorder	PE1	11
NX_O75400	957	108805	7.18	0	Nucleus;Nucleus speckle;Nucleus matrix;Nucleus speckle	NA	PE1	2
NX_O75409	117	13442	4.93	0	NA	NA	PE1	X
NX_O75410	805	87794	4.82	0	Cytoplasm;Nucleus;Centrosome;Midbody;Membrane;Cytoskeleton;Cytoskeleton	NA	PE1	8
NX_O75414	186	21142	8.51	0	Cytoplasmic vesicle	NA	PE1	3
NX_O75417	2590	289619	7.07	0	Nucleus;Nucleus;Chromosome;Cytosol;Golgi apparatus	Breast cancer	PE1	3
NX_O75419	566	65569	5.31	0	Nucleoplasm;Cytosol;Centrosome;Nucleus;Cytoplasm	NA	PE1	22
NX_O75420	1035	114601	5.29	0	Cytoplasmic vesicle;Cytoskeleton	NA	PE1	7
NX_O75425	235	25519	9.29	2	Nucleoplasm;Cytosol;Membrane	NA	PE1	7
NX_O75426	580	64889	9.01	0	NA	NA	PE1	7
NX_O75427	683	73450	8.55	0	Nucleoplasm;Focal adhesion;Cytosol	NA	PE1	7
NX_O75431	263	29763	5.9	0	Mitochondrion outer membrane;Mitochondrion;Mitochondrion;Nucleolus	NA	PE1	2
NX_O75436	327	38170	6.13	0	Golgi apparatus;Cytoplasm;Cell membrane;Endosome;Lysosome;Cytoplasm;Endosome membrane;Early endosome	NA	PE1	10
NX_O75437	659	77160	9.4	0	Nucleus	NA	PE1	19
NX_O75438	58	6961	9.03	1	Cytoplasm;Nucleus speckle;Mitochondrion;Mitochondrion inner membrane	NA	PE1	14
NX_O75439	489	54366	6.38	0	Mitochondrion matrix;Mitochondrion	NA	PE1	7
NX_O75443	2155	239527	5.23	0	Cell membrane;Extracellular matrix	Deafness, autosomal recessive, 21;Deafness, autosomal dominant, 12	PE1	11
NX_O75444	373	38492	6.44	0	Nucleus	Cataract 21, multiple types;Ayme-Gripp syndrome	PE1	16
NX_O75445	5202	575600	6.4	1	Stereocilium membrane;Secreted	Retinitis pigmentosa 39;Usher syndrome 2A	PE1	1
NX_O75446	220	23306	9.28	0	Nucleoplasm;Nucleus	NA	PE1	4
NX_O75448	989	110305	6.51	0	Nucleus	NA	PE1	17
NX_O75449	491	55965	6.47	0	Cytoplasm;Cell membrane;Midbody;Centrosome;Spindle pole;Cytoplasm;Microtubule organizing center;Nucleus;Spindle	NA	PE1	6
NX_O75452	317	35673	8.83	1	Microsome membrane;Endoplasmic reticulum membrane	NA	PE1	12
NX_O75459	146	16150	4.15	0	Nucleolus;Nucleus;Mitochondrion	NA	PE1	X
NX_O75460	977	109735	5.98	1	Endoplasmic reticulum membrane	NA	PE1	17
NX_O75461	281	31844	5.35	0	Nucleolus;Nucleus;Nucleus	NA	PE1	2
NX_O75462	422	46302	9.3	0	Secreted	Cold-induced sweating syndrome 1	PE1	19
NX_O75467	553	61104	9.69	0	Nucleus membrane;Nucleus;Cytosol;Nucleus	NA	PE1	19
NX_O75469	434	49762	8.7	0	Nucleoplasm;Nucleus	NA	PE1	3
NX_O75473	907	99998	6.12	7	Cell membrane;trans-Golgi network membrane	NA	PE1	12
NX_O75474	233	24051	5.4	0	Nucleus;Mitochondrion	NA	PE2	10
NX_O75475	530	60103	9.15	0	Nucleoplasm;Nucleus;Nucleus	NA	PE1	9
NX_O75477	346	38926	7.67	1	Endoplasmic reticulum;Endoplasmic reticulum membrane	Spastic paraplegia 62, autosomal recessive	PE1	10
NX_O75478	443	51506	6.45	0	Nucleus;Nucleus speckle;Chromosome	NA	PE1	17
NX_O75486	399	44362	8.69	0	Nucleus;Nucleoplasm	NA	PE1	6
NX_O75487	556	62412	6.26	0	Extracellular space;Cell membrane;Cytoplasmic vesicle	NA	PE1	X
NX_O75489	264	30242	6.98	0	Mitochondrion;Mitochondrion inner membrane;Nucleus	NA	PE1	11
NX_O75493	328	36238	9.78	0	Cytoskeleton;Cytoplasmic vesicle;Secreted	NA	PE1	19
NX_O75494	262	31301	11.26	0	Nucleoplasm;Nucleus speckle;Cytoplasm	NA	PE1	1
NX_O75496	209	23565	4.93	0	Cytoplasm;Nucleus;Nucleoplasm;Nucleus	Meier-Gorlin syndrome 6	PE1	6
NX_O75503	358	41497	7.04	1	Membrane;Lysosome	Ceroid lipofuscinosis, neuronal, 5	PE1	13
NX_O75506	76	8544	4.17	0	Nucleus	NA	PE1	16
NX_O75508	207	21993	8.22	4	Tight junction;Cell membrane	NA	PE1	3
NX_O75509	655	71845	8.09	1	Cell membrane	NA	PE1	6
NX_O75521	394	43585	9.13	0	Peroxisome;Peroxisome;Mitochondrion;Peroxisome matrix	NA	PE1	6
NX_O75525	346	38800	7.04	0	Nucleus;Nucleoplasm	NA	PE1	8
NX_O75526	392	42814	10.33	0	Nucleus	NA	PE1	11
NX_O75528	432	48902	5.9	0	Nucleus;Nucleus;Nucleoplasm;Cytoplasm	NA	PE1	3
NX_O75529	589	66155	5.55	0	Cytosol;Nucleus speckle;Nucleus	NA	PE1	1
NX_O75530	441	50198	6.57	0	Nucleus;Nucleoplasm;Nucleus;Chromosome	Cohen-Gibson syndrome	PE1	11
NX_O75531	89	10059	5.81	0	Nucleoplasm;Cytosol;Nucleus;Cytoplasm;Chromosome;Nucleus envelope	Nestor-Guillermo progeria syndrome	PE1	11
NX_O75533	1304	145830	6.65	0	Nucleus;Nucleus speckle;Nucleus;Nucleus speckle	NA	PE1	2
NX_O75534	798	88885	5.88	0	Cytosol;Cytoplasm;Cytoplasm	NA	PE1	1
NX_O75541	412	46794	6.14	0	Nucleus speckle;Nucleus;Nucleoplasm	NA	PE1	16
NX_O75553	588	63775	4.88	0	Cytoplasmic vesicle	Spinocerebellar ataxia 37	PE1	1
NX_O75554	376	42507	5.45	0	Cell membrane;Nucleoplasm;Cytoplasmic vesicle;Nucleus speckle	NA	PE1	13
NX_O75556	95	10884	5.48	0	NA	NA	PE1	11
NX_O75558	287	33196	6.11	0	Membrane;trans-Golgi network membrane;Nucleus;Mitochondrion	Familial hemophagocytic lymphohistiocytosis 4	PE1	6
NX_O75563	359	41217	4.54	0	Nucleoplasm;Cytosol;Cytoplasm	NA	PE1	7
NX_O75564	520	57402	8.42	0	Nucleus;Nucleus;Nucleus;Nucleolus	NA	PE1	8
NX_O75569	313	34404	8.68	0	Cytoplasm;Cytosol;Nucleoplasm;Cytoplasm;Perinuclear region	Dystonia 16	PE1	2
NX_O75570	445	52306	8.75	0	Mitochondrion	NA	PE1	13
NX_O75575	148	16871	5.29	0	Nucleus;Nucleus;Cell membrane	NA	PE1	7
NX_O75578	1167	127602	6.21	1	Endoplasmic reticulum;Membrane	NA	PE1	1
NX_O75581	1613	180429	5.12	1	Endoplasmic reticulum;Cell membrane;Membrane raft	Coronary artery disease, autosomal dominant, 2;Tooth agenesis, selective, 7	PE1	12
NX_O75582	802	89865	6.63	0	Cytoplasm;Nucleus;Nucleoplasm	NA	PE1	14
NX_O75586	246	28425	8.71	0	Nucleoplasm;Nucleus	NA	PE1	14
NX_O75592	4640	510084	6.63	0	Nucleus;Cytosol	NA	PE1	13
NX_O75593	365	39257	9.6	0	Nucleus	NA	PE1	8
NX_O75594	196	21731	8.92	0	Secreted;Cytoplasmic granule	NA	PE1	19
NX_O75596	197	22233	9.07	0	Secreted	NA	PE1	16
NX_O75600	419	45285	8.3	0	Mitochondrion;Nucleoplasm;Mitochondrion;Nucleus	NA	PE1	22
NX_O75602	509	55476	6.37	0	Flagellum;Cytoskeleton;Cytoplasm;Cytoskeleton	NA	PE1	10
NX_O75603	506	56610	7.14	0	Nucleus	Hyperparathyroidism 4;Hypoparathyroidism, familial isolated	PE1	6
NX_O75604	605	68072	9.15	0	Perinuclear region;Cytoplasm;Nucleus;Cell membrane;Cytosol;Membrane	NA	PE1	11
NX_O75607	178	19344	4.55	0	Cytosol;Cytoskeleton;Nucleolus;Nucleus	NA	PE1	10
NX_O75608	230	24670	6.29	0	Cytoplasm	NA	PE1	8
